,sadness_support,joy_support,fear_support,anger_support,surprise_support,disgust_support,trust_support,anticipation_support,confusion_support,denial_support,neutral,Question_Combined
267,0,0,0,0,0,0,0,0,1,0,0,"My son is 7 and diagnostic with ADHD/PDD-nos when he was 5.? I was reading some questions and answers search by PDD.
ADHD has the same symptoms as PDD - 
ADHD is treated by medication
PDD is autism which is not treated by Medication (may be harmful?)
ADHD could be the same as Bi-Polar (searched for bi-polar)
Bi-polar sometimes mistaken for Manic Depression?
Better (in some cases) to be treated by Psychiatrist as oppose to Pediatric.
This is pretty confusing, but I really appreciate everybodies thoughts, researched knowledged, and experiences.
My son is currently on 54mg of concerta for ADHD.  Sometimes he still doesn't listen in classroom (thinking about something else).
Question is, will a psychiatrist be bettter for him even if he can not express himself too well and can not understand what the doctor is saying without me translating in with words he understands?  I like for him to visit without me so that he feel free to say anything he wants.  Sometimes I think he say what he thinks I want to hear.
Thanks"
268,0,0,0,0,0,0,0,0,0,1,0,"Anyone else not have morning sickness? I am 9 weeks as of today and so far all the symptoms I have had are very tender bbs, constipation, and fatigue. I had some sickness for about a week and then it just dissappeared. Has anyone else had anything like this? I had a my first ultrasound when i was just 7 weeks and the baby measure 6 weeks, there was a heartbeat with a rate of 119 and I know I shouldn't be worried but I am. I just think it is weird to have sickness for only a week and then it dissappear."
269,0,0,0,0,0,0,0,0,0,0,0,"ear infection? Hi, for the last couple of days I've had a feeling of fullness in my ear, a bit of ringing, and things sound slightly muffled. However, it does seem to be getting slightly better. It kind of feels like the ear symptoms of a cold except without a cold.There hasn't been any pain though. 

I've been really busy but I decided today to go see a doctor. Now, I could go right away or I could wait till tomorrow morning, which would be the most convenient. 

Would you guys recommend going now or waiting? I don't want to lose any hearing by being lazy.

Please don't respond unless you know something about ear infections; i.e you have them a lot or you work in health care."
270,0,0,0,0,0,0,0,0,1,0,0,"Could I be pregnant? Using Nuvaring...? I was on the nuvaring for a month and took it out on November 7,2006 and my fiance and I had unprotected sex that same night  and again on the 10th. I started bleeding lightly (I think withdrawl bleeding from the nuvaring). I've had alot of pregnancy symptoms and my period was due on the 23-4ish and it hasnt come. I took a test and it came out negative. I was wondering if it was possible to be pregnant right after stopping the nuvaring."
271,0,0,0,0,0,0,0,0,1,0,0,"Do you think acne (esp. adult acne) might be an immunity problem? half of adult women suffer from acne.  I think many adult men do to. I'm positive this number has risen in the past few decades of adult cases, but there are no good studies on it.
I am wondering if it is an immunity deficiency and part of it has to do with a suppressed immune system..
wondering if sufferers have other immunity problems, asthma, other skin conditions.
I am wondering if it had something to do with the mass vaccines we were given as children (talking about gen. X here)"
272,0,0,1,0,0,0,0,0,0,0,0,"Can you experience symptoms from the morning after pill a week later? I took the morning after pill last Monday (11/6) which was 2 days after the last day of my period (which started Monday Oct, 30).  A week later (today and last night) I'm experiencing spotting, bloating, nausea, and a little cramping.  According to this female calender on this website, this week would have been the week of me ovulating for sure.  Could this bleeding just be from the pill preventing an egg from coming out or something?  I had sex a few times this past week and I'm paranoid that I could be pregant since it wasn't protected but I'm on the Pill (I take it between the time frames of 10pm-2am). The reason I took the morning after pill was cuz i was a day late in startin a new pack.  So could this pill just be catching up with me?"
273,0,0,1,0,0,0,0,0,0,0,0,"Sores on Legs (pimple like)...resembles Chicken Pox? I am 19 years old and have already had the chicken pox when I was younger. I was under the weather for about 3 days (headache, fever and loss of thirst and appitite) and then I noticed all these red bumps that resembles pimples on my legs. I have not shaved for a week, so it is not ingrown hairs. When I squeeze these bumps, clear fluid comes out. They were itchy at first, but now have become sore. What do I have?"
274,0,0,1,0,0,0,0,0,0,0,0,"thyroid lesion? I recently had a CT scan for a mobile mass on the left side of my neck. I just got the resolts back and the dr. wants me to come in to discuss them further. The nurse said his notes said i ad a lesion on the bottom of the left side throid measuring 3cm. They would not tell me anything else and my apointment isn't for another day, does anyone have any idea what this means, i searches yahoo search and it didn't really come back with any thing relavent,"
275,0,0,1,0,0,0,0,0,0,0,0,"I'm just 16 and i have Graves disease. Is there anyone in the same condition like me? What about my future? I've been having treatment since Dec 2005 and right now i'm like in the hyper phase. I'm fully aware about all the medication&treatment stuff and the alternatives. But i have no idea if this disease is cured, will there be any hard conditions in future when i wanna have baby etc? also my doctor says that it is not common to have Graves in my age. is there anyone in the same situation and wanna give me soeme advice? what does your m.d. tell?i'm just too curious.."
276,0,0,1,0,0,0,0,0,0,0,0,"what are the symtoms for pnemonia? i have had a cold maybe touch of flu not sure, have not gone to dr. yet i was not feeling well for first three days then not so bad for a couple more then yesterday i just felt real bad fevers chills not much of a cough, or runny nose but lots of stuffy in the head and,fever, ache's and my back is killing me in the area of my lungs and arm pits those are glands i am sure, if some one could just please let me know what symtoms are??? help please i dont want to go to emergency room unless i have too cost to much for just a cold with aches and pains. thank so much.."
277,0,0,1,0,0,0,0,0,1,0,0,"do i suffer from asperger's syndrome?????? about 2 weeks ago,i ased a qtn ""O.K.,AM I NORMAL?""
i got contradicting answers ,i'm confused & above 1 answerer came up with a view that i could be suffering from asperger's.iread about it's symptoms few i have  like unlegible handwriting,average or perhaps 1% above average intelligence,logical thinking,laziness,being bullied by friends ,don't like socializing but then social interactions aren't a problem,not quiet emotional,not even mind-blind,not much of language problems or writing problems.....don't even wish to change myself{my personality is discussed in tht qtn{refer}...& plz mind it,i dont want any sort of attention.....BY THE WAY EVEN EINSTEIN SHOWED SYMPTOMS OF THIS RECENTLY RECOGNIZED ASPERGER'S SYNDROME & DIDNOT EVEN DIE  OF IT... SO NO FEAR...or should i be cautious?!?!?!?!?!"
278,0,0,0,0,0,0,0,0,0,0,1,"Can you take any antibiotic for a sinus infection? Or will taking a particular kind work better than others? I have a sinus infection (stopped-up nose, yellow mucus). I've had it for a about 4-5 days now. I could go to the doctor, but I would like to get rid of it myself. I was just going to wait it out, like I usually do with sinus infections. But I found I do have some antibiotics left over from other previous prescriptions: I have 1 500 mg amoxicillin pill, a bunch of 100 mg minocycline pills and 2 other 500 mg antibiotic pills (forget the name). What can I do with what I've got? Anything? Thanks."
279,0,0,1,0,0,0,0,0,0,0,0,"What does black spit mean? For reference, I'm an 18 year old male. I've been sick with the flu for the past 3 days, getting over the worst of it (vomiting, naseau, diarrhea, fever, chills) after the first day, but every now and then, I'll feel a little quesy or will get hints of my fever. With that backstory, since day 1, I've had a dark-colored or black substance that I've noticed when I spit in the shower. Usually, it's gone after a few tries, but today, it has been persistent and I've become concerned. What could this be?"
280,0,1,0,1,0,0,0,0,0,0,0,"How do you differentiate between Oppositional Defiant Disorder and normal ""bad"" behavior in 3.10 year old boy? My son is getting angry a lot, hitting, spitting, kicking, bad attitude , etc when asked to do things he doesn't want to do like clean up, for example.  He is the same with parents, teachers and babysitters.  However, he is pleasant at most other times.  I wonder when the DSM-IV criteria kicks iin.  Does it have to be constant behavior or is it a certain degree of behavior that makes this something other than a ""phase""?  He has a 9 month old brother as well.  He also scrams a lot.  I think its for attention ,but who knows."
281,0,0,1,1,0,0,0,0,0,0,0,"Should I go to the hospital and get checked? I'll be 38 weeks Sunday.  Tuesday, when I went to the OB, he told me I was about 2 cm.  That night I had a lot of cramping and the following morning I had a some bloody discharge (probably the mucus plug) that lasted throughout the morning.  For the rest of the day, yesterday, and this morning - I've been having BH contractions - some that are quite strong, but not what I would call painful.  I also don't notice any set pattern, nor do they seem to get stronger or closer together.  Also today, I noticed an increase in discharge this morning, had some nausea and a bit of a headache.  

My family's a little ""on edge"" because I haven't gone to the hopsital to get checked out.  I am very anxious to get this over with, but I do not want to go to the hospital just to look like an idiot and get sent home.  However, with my first child, I didn't even know I was in labor.  I was dilated to 6 cm when the doctor checked me (I was at my OB appt).  I never felt any contractions, pain, etc."
282,0,0,1,0,0,0,0,0,0,0,0,"How long does it take to get the results back from an endometrial biopsy? I had an endometrial biopsy 5 days ago.  The dr. performed it based on abnormal bleeding for the last 4 years, and the results of a sonogram that indicated unusual thickness in the lining of my uterus as well as a cyst on one of my ovaries.  I am 45 years old with two children in college.  So no more children for me.  I also suffer from extreme hypertension which I take medication for daily.  I'm not overweight and work out quite often.  But I am going crazy right now waiting for the results of this biopsy.  Does anyone out there really think that I may have endometrial cancer?  I've never taken birth control pills because of my hypertension.  And right now, I'm just very frightened.  If anyone out there has had a similar experience, I would love to hear from you.  Thank you."
283,0,0,1,0,0,0,0,0,0,0,0,"undefined upper chest pain? In the past several months I have experrienced chest pains I can not describe. They only occur under certain conditions and are relieved by taking antacids. I have a history of vascular desease and am concerned if I might be experiencing stable angina. On  a scale of 1 to 10 the pains occur when the
following parameters are met. physical exertion 1,physical exertion following a spicy meal or in a   cold tenperature 5, physical exertion  in cold temperature  following a spicy meal 10.Only when the above conditions are met do I experience any discomfort.I work out at the gym and walk up to 2 miles a day and never have a problem unless spicy food or
cold temperature enter into yhe equation."
284,0,0,1,0,0,0,0,0,0,0,0,"Blood Work: Iron Profile what does this mean? Hello, thank you all in advance for helping me.

I am a 30 year old Male and I just got a physical and my bloodwork came back with some bad results in my Iron Profile. Here are the results:

TIBC: 231 (250-450 is normal range)
Iron Saturation: 39 (15 - 55 is normal range)
UIBC: 142 (150-375 is normal range)

They are bringing me back in for a Iron Profile with Ferrintin. I am wondering what does these mean? Is this indicative of cancer? Chronic Disease? This is what my research showed. Then I spoke to the dr... The doctor doesn't sound to positive about these results at my age. They are thinking it malignancy, chronic disease and the such. Needless to say I am quite upset. I figure the blood doesn't lie...

Any thoughts on this from people who know what this means? 

Thank You for your help

-Ron"
285,0,0,0,0,0,0,0,0,0,1,0,achilles tendon problem. the doctor says that is what is the matter but he does not seem to understand i cant? just stop work or quit i work for a moving company and i have to lift heavy stuff and climb stairs a lot. today its very sore even though i have not worked in  a few days. worked called me today to come in tommorow and i said yes . now i am worried will this result in me have it rupture or what. how risky is this . i have had this for 1 month now and it gets sore very sore after only one day of work i cant hardly walk around the apartment. now its sore i ice it take the pills he gave me and i have to go to work of i might be fired is this going to rupture. please help answer this and email me if you really know about this
286,0,0,0,0,0,0,0,1,0,0,0,"Is it a seizure? My 13 year old daughter started having ""episodes"" (for the lack of a better word) about 6 months ago. She has had 3 this week though and I am scared. She is having severe chest pain with pain running down the left arm (she says like a throbbing pain), trouble beathing; like she is choking, and she passes out. When this happens she is pretty much out for 30-45 minutes. Afterward she is fine with no visible side effects. Upon taking her to the emergency room and running of tests doctors have found no cause. She is set to see a neurologist next week. Before this week she had only had 3 of these episodes total; but 3 in one week really scares me. I have not seen any common thread or trigger of these episodes."
287,0,0,0,0,0,0,0,0,0,1,0,"Has anyone ever been diagnosed with Compartment Syndrome? I am a runner who has been diagnosed with bilateral compartment syndrome in my lower legs.  I am currently seeing a specialist, as well as recieving therapy a few times a week.  The thing is, I am finding that the stretching and exercises that I have been shown to do feel like they are worsening my injury rather then improving it. Has anyone else ever worked through this injury, and if so, do you have any tips on how to decrease the pain associated with working out/ training/ living!?"
288,0,0,1,0,0,0,0,0,0,0,0,"I had laproscopic surgery 6 weeks ago to diagnos and remove endometriosis. How quickly does it come back? :(? ... i'm just concerned because i think i waited too long last time to have my surgery, and also because i have enough other chronic ilnesses/conditions to deal with and just want to be prepared for this ... are there any alternatives besides hysterectomy & just having surgery every time it comes back? anyhting homeopathic that i can do to help prevent further growths? any feedback is greatly appreciated ..."
289,0,0,1,0,0,0,0,1,0,0,0,"Strange headache on zoloft and other side effects, anyone else? About 4 days ago I started having this weird headache that lasted only for a second, but keeps coming about every 5 minutes or so.  It doesn't stay in one place in my head, it can be in my eyes, neck, back of my head, anywhere!  I'm also seeing mild flashes of light every now and then.  I got a cat scan done and the Dr. said that the cat scan was fine.  He said these headaches might be from zoloft.  I also sometimes clench my teeth and feel zombie-ish.  Anyone else?"
290,0,0,1,0,0,0,0,0,0,0,0,"Can you develop an alergy later in life or are you born with it? I have always loved nuts (no jokes please). A couple of years ago i was due to sing at college and i'd been eating peanuts before and drinking water. whenever I spoke or sung my throat tickled like hell and I couldn;t stop coughing. It happened lots since but I never thought it could be the nuts. Just recently I've been having a bag of fruit and a hazelnut youghurt every morning at work, the irritation hasn't been that bad but just now i've been having this and have choked . I had to stop myself being sick as i'm at work and I couldn't catch my breath and lost all my food down the loo!!! Now my throat is sore but what if i'd just swallowed awkwardly? I can't tell...

any thoughts?"
291,0,0,1,0,0,0,0,0,0,0,0,"Phobia problem? what are your phobias?
mine are fire alarms, toilets,emergency lights,automatic toilets, leaky pipes, fire sprinklers, public restrooms, and those little things that spray air freshner...i used to be afraid of fire hydrants!!!( i think it's basically anything that can go off w/o warning.) whats your phobia and do you know a good way to help me get over mine?   i mean really i've got to find a way to get over this b/c i refuse to use the bathroom most of the time!!!"
292,0,0,0,0,0,0,0,0,0,0,1,"How many different ways can a woman catch climidia or gonorehea? Iv'e been with my woman for a little over two years now and because of my work schedule, I only get to see her on the weekends for intimacy. Today we went to the hospital and her doctor says she has a vaginal infection that could be either climidia or gonorehea. I'm not messing around with anyone else, but for some reason I get funny feelings about her for other reasons I won't discuss here. Please help."
293,0,0,0,0,0,0,0,0,0,0,0,the first time  first i had a misscarriage and later a fetus abnormality w/o chromosome defect now what? my husband is 31 and i'm 26. the first time i got pregnant i had a misscarriage. the second time i got pregnant i actually got excited when i heard a heartbeat but whenit was time to check the gender of the baby at about 16 weeks they found major fetus abnormalties. after further tests they said there was no chromosonal errors. i took prenatal pills 2 months before and tryed to take it easy. now i'm scared and wondering if there are any tests to check something. i'm just trying to find some answers....thank you all
294,0,0,0,0,0,0,0,0,0,0,1,"Milk Allergy? Does a milk allergy cause constipation? My son who just turned one has chronic constipation. He eats great (prunes, green veggies) and drinks both juice and water daily. His pediatrition just prescribed him Myrilax (on it for two days hasn't helped yet). I am allergic to milk and am wondering if this could be the cause of his constipation. His doc says he is too young to be tested for allergies and if this medicine doesn't work than he will refer him to a pediactric gastro doctor."
295,0,0,0,0,0,0,0,0,0,1,0,"Need Help Interpreting Blood tests-Please help :0) !? Hi there,
I am examining my blood tests 'cause of frustration w/the VA medical care I've been getting.  Pls help me interpret these tests!!!  

-M-MONO for the 4 & 1/2 Yrs has come up positive. 12.2-12.6 (tested 3X's)
-ANTI rnp has tested positive 2X's in 3 yrs.  Level @ 2.04, 2nd level can't 
 figure out.
-ANA ab: Postive 2X's.  I can't figure what the levels R on this one.

I have been having the following medical issues: 

Migraines, menorrhagia, SEVERE, constant fatigue, tachycardia, periods of bracycardia, weight gain, rare spells of complete weakness (My BP goes sky high, my HR goes high, and I shake badly.) I am thirsty all of the time-I probably drink over 2 gallons of water a day!, feel like I need to swallow all the time.

I've taken matters into my hands 'cause I can't live like an invalid any longer!  I have a young family & intend to take care of them 4 a while!!!

Pls help me figure out what these mean so when I go 2 the DR I can tell him wut 2 test 4!"
296,0,0,1,0,0,0,0,0,0,0,0,"My 14 month old passed out.? My 14 month old was crying the other day and I picked him up.  He arched his back and I thought he was about to let out a wail, but he was passed out!!!  I turned him over to his tummy thinking maybe he was choking (he wasn't) and he started breathing again.  No problems since then.  He's just been diagnoesed w/ asthma.  Should I call his pediatrician?  What could ahve casued that, other than him holding his breath, which he really wasn't doing.  Thanks!"
297,0,0,0,0,0,0,0,0,1,0,0,"Blood pressure or not? I am a chronic sufferer of headaches and migraines. I don't know if this is related to blood pressure or not but when I get up from sitting, my head thumps in the temples and it feels like my head is going to explode. This happens most times and lasts for a few minutes. I have had my blood pressure checked many times and it is always ok. I was wondering if this horrible sensation is related to blood pressure or a symptom of my headaches. At the moment while sitting at the computer, I can feel and hear my heart beat at the back of my head. This sometimes happens at night when I am lying in bed. Is this normal? Any advice?"
298,0,0,0,0,0,0,0,0,0,1,0,"Not pregnant...been to doctor...anyone experience anything like this? Women please? Ok first if all you have to say is go to the doctor please do not waste either of our time its really not worth the points. I KNOW no one on here can diagnose me. I am just wondering if anyone has been through similar things. Basically for the last two months I have had weird cycles. Last month it was pretty much normal but a little light. Then some spotting a few days after it ended. This month day one was a little lighter then normal, day two was WAAAAAAAAYYYY lighter then normal-just a little more then spotting...day three was just spotting. Day two and three for me are usually very heavy. Rarely lasts more then three days. I have also had a huge loss of appetite for over a week now. Stomach pains,side pains, chest tenderness, hightened senses...all kinds of different things. Too many to list. Many ""normal"" pregnancy symtoms. Went to the doctor today. Test came up negative. Dr cant find anything wrong with me. Continued..."
299,0,0,0,0,0,0,0,0,0,0,1,"Could I still be pregnant? I usually have a 29 day cycle and this month I would have O'd around June 10 or 11th. Days which I had intercourse. I've been having the early signs of pregnancy, sore bb's, light abdominal cramps, very tired, nauseated at times, super smell and headache. My period is due on Saturday (June 24th) and if not then in the subsequent days after that. I took a HPT this morning and it was neg. Could I still be pregnant? And if so, when should I test again?"
300,0,0,0,0,0,0,0,0,0,0,1,"I have a rash. Consist of 2lines on my side. They are 1/16 of an inch wide x 3 inches long. Super itchy. HELP? I slept on a blanket at a house we rented last weekend.  The blanket was provided by the house.  I woke up on Sunday morning and have two rashes on my side.  They actually look like cuts that are almost healed.  But they are two rashes, each about three inches long by 1/16 of an inch wide.  They are itchy does anyone know what they are.  Also, how I can get them to go away and stop itching?  Please help and thank you in advance."
301,0,0,0,0,0,0,0,0,0,0,1,"Change in scent of vagina an early sign of pregnancy? My husband and I are trying to get pregnant and I have some of the other normal signs of early pregnancy (sore breasts, headaches, dizzyness, some nausea, etc) but for the past week I have noticed a change in the smell of my vagina. It's not a bad fishy smell, just different. I thought it would go away but it hasn't. My discharge doesn't smell different though, so I don't think it's an infection or anything. Has anyone heard of a change in your vagina's scent a sign of pregnancy?"
302,0,0,1,0,0,0,0,0,1,0,0,"Confused about glucose testing? I am 20 weeks pregant and with my family history of diabetes (mom, g-mom, g-dad, uncle etc.= all insulin dependant) I have been checking my blood sugar often. My home tests are quite often between 180 and 250 even 4 hours after meals. I went for a GTT thurs and had not ate or drank anything in 11 hours and the test came back normal but even today my home tests are registering high. I am so CONFUSED!!! Could I still be at risk for gestational diabetes and how relevant is a gtt test?"
303,0,0,0,0,0,0,0,0,0,0,1,"ultra-high-frequency ultrasound? Im from the Philippines and my wife was diagnosed with a myoma in her uterus, her obgyne told us that there is a new ultra-high-frequency ultrasound in the U.S. that can remove/dissolve such tumors in the body without having any kind of surgery. Does this technology really exists? and is it already practiced by the medical institutions there in the U.S.? Can I know the names of the hospitals (and its locations) that leads in this kind of medical treatment? Thank you very much."
304,0,0,1,0,0,0,0,0,0,0,0,"Can anyone help with my TMJ problem? I have TMJ really bad. Sometimes my jaw pops out of place when I yawn.I have horrible headaches and jaw pain. I've also suffered with ringing ears and hearing loss. The problem has just been getting worse and I know it's time to get it fixed. I have two problems:I need to find a dentist that works with patients that can't open their mouths wide and also I need to find a dentist who will finance any work I need done to correct the TMJ. Any suggestions? I live in Cleveland, Ohio"
305,0,0,1,0,0,0,0,0,0,0,0,"worried and scared? physical symptoms like reflux eosophagitis 20 naildystrophy dizzness,occasional jaw pain with clicking , eyefloaters, sleepy during daytime, even though it takes 20  mins for my night sleep to begin i eventually do have an undisturbed sleep,have early onset of dreams,scared of going crazy and i have random thoughts or voices before going to sleep or when tired.feel really nervous and when nervous my eye starts blinking continously esp. when posing for a photo feel pressure and dull pain.i am really scared and worried that i might develop schizophrenia."
306,0,0,0,0,0,0,0,1,0,0,0,"Is my dad going to die? My dad is 63. He has had diabetes and scerosis of the liver for probably at least 15 years. Last week is liver stopped functioning properly. He was retaining water. They had to drain 33 pounds from liquid from his abdomal area and than another  12 pounds another day. He has had a blood transfusion and every test imaginable done. He has a liver biopsy yesterday. His daughter suspects liver cancer but is waiting on the cancer specialist to confirm. What can I expect? Is he going to die soon? Is there any possibilities his condition is manageable for a certain amount of time? How long? Please no rude and cold-hearted, or sarcastic remarks and answers. With my respect."
307,0,0,0,0,0,0,0,0,0,0,1,"Chemical burns in mouth? I think my 3 year old used my toothbrush as a cleaning brush.  The other day I brushed my teeth and the toothpaste seemed to be more of a foam than bubbly.  My mouth started to get a ""dry"" feeling in my inner cheeks and inside on the top and bottom lips.  Even the outside of my lips feel kind of ""waxy"".  They are starting to peel a little too(not because they are dry either).  When I eat the ""dry spots"" sting and burn.  I thought this was thrush at first but there are no white spots.  I figured it could be thrush because I am on antibiotics and I have a weakened immune system(from Rheumatoid Arhtritis).  There is no bleeding...yet.  Can anybody help?  What could this be?  What should I do for treatment?  Salt water?"
308,0,0,0,0,0,0,0,0,0,0,1,"Is it arthritis?  What are the types of treatments a person can expect? A person's foot starts to turn in then their knee becomes very painful and feels as though it wants to give way.  If the person bends the knee like when sitting on your leg in a chair, or when on hands and knees in the floor then goes to stand up--the knee doesn't straighten completely without hurting really really bad.  What is causing this??? What kind of treatments can this person expect when they go to the doctor??"
309,0,0,1,0,0,0,0,0,0,0,0,"i have a question about multiple sclerosis? my brother who is 27 has m.s. and he was diagnoised about 2years ago but had a few symptoms a year before he found out he had m.s.. my brother doesnt talk about it hes always been the silent type so i ask him but he wont answer me. he takes a shot every other day and that seems to help but then again hes not going to complain about any pain. my question i guess is there a good web site i can look at and if you know about the different stages, im really just looking to find more on it because i know theres different stages but dont know what they are so if you know any websites or books that would be great"
310,0,0,0,0,0,0,0,1,1,0,0,"The Tuberculosis Bump? I got a normal shot to see if I have TB because I am headed to college in the fall. Sure enough I had the bump and I went for a chest x-ray and am waiting for the results. I have no symptoms of tb, I have no clue how I could have contracted it, and I am not even sure if this test is false positive. Either way I am nervous about the whole situation. Do you think the school I am attending would tell me I couldn't go if I turn out to have an active case or am taking drugs to prevent tb(more likely scenario)?"
311,0,0,0,0,0,0,0,0,0,1,0,"Can anyone help? I've had chronic urticaria (hvies) for almost 5 mos, only appears at night. Possible causes? I've been to the allergist; he did skin tests for allergic reactions. There are several things I'm allergic to, but I'm not exposed to those things every day.  I only get them at night, so it can't be my soap, detergent, shampoo or anything else. It is not caused by putting pressure on the skin.  I have had blood tests done, everything comes out normal, including my thyroid. I don't have any (known) infections, internal or external. My allergist basically told me that there is nothing he can do at this point, and that I'm just going to have to deal with it until it goes away on its own. I can't accept that! Has anyone ever experienced something like this? Please help, I'm losing lots of sleep (and money on Zyrtec, which my allergist prescribed)."
312,0,0,0,0,0,1,0,0,0,0,0,"Sever lower abdominal pains, nuasea, constipations.? Starting about 2 weeks ago i started to have gas, which is very uncommon for me. Then i started having constipated diarea if that makes since. Around that same time i started getting really nuasous, and sickly. I no longer have diarea but i am still constipated, and sick to my stomach all the time. I am having terrible stomach cramps that kind of feel like a period cramp. It started just on the left and on the left side of my midto lower back. Now my whole low (below the belly button) area of my stomach cramps really bad and i am still vomiting. I also have been very sensitive ot smells and everything seems to make me feel sick to my stomach. Even when i eat my stomach still feels hungry. ANyone have any ideas on what could be cuasing this?"
313,0,0,1,0,0,0,0,0,0,1,0,"Puss Pockets in throat.....? On thursday my throat began to hurt and I thought I was getting a common cold or a reaction to a flu shot I just had. On Sunday I was really tired and my body was sore. My sister in law (a nurse) looked in the back and saw white puss pockets and told me I had strep throat. I went to the doctor today and I tested neg. for strep throat and mono. He said people with sinus infections get this but I have never had a sinus infection and then he didnt know what I had. He just gave me anti-bodies but it seemed weird that he couldnt pin-point anything. Has anyone had anything similar happen to them? My throat is soo sore and I can barely eat, I feel really tired and my whole body hurts. (no sniffles). Thank You"
314,0,0,1,0,0,0,0,0,0,0,0,"WOULD THIS CAUSE ANY PROBLEMS DURING PREGNANCY? PLEASE ANSWER!! :)? I would really love to have a child in my near future, but I have some issue's that I fear may cause me some complications...I suffer from anxiety/panic attacks, depression, & hypochondria. I take medication for anxiety/depression, & go to counseling for it as well, along with my hypochondria. My blood pressure tends to go up when I'm under stress, so this is also another issue I'm concerned about...Like I said, I'd really love to have my own child, but do you think all of this would be too much for me to handle? (mentally)...I don't really have that much trouble with depression, & here lately I've been doing pretty good with my anxiety/panic attacks, but I fear ANY type of problem during my pregnancy may trigger it, or make my depression worse.....Any good advice?."
315,0,0,0,0,0,0,0,0,0,0,1,"Need help. please give sincere comments on my diet and lifestyle? I dont drink and i dont eat red meat 
I drink lots of green tea, soymilk ,distilled water and cheap juices but at the same time i drink coke and pepsi very often
I dont exercise(for 5 years now).
I love fries ,fast food, chocolates and potato chips but i dont take them regularly tough ( once a week maybe)
Im slightly passed above the underweight bar
I going to have 2 jobs soon because the society i'm living in is pressuring me to earn more to support a refined lifestyle
I'm in my mid twenties
 
Question: what are the chances of my getting a chronic illness like cancer or diabetes or heart problems when i'm old?"
316,0,0,0,0,0,1,0,0,0,0,0,"If I have mildly high blood pressure, will aspirin make it worse, and cause severe, short term headache? I took three aspirins to help with a chronic back pain condition. Soon after I participated in rigorous ""exercise"" for about ten minutes. Immediately after that my head suddenly felt as though it was going to explode - probably the worst head pain I've had since mild carbon monoxide poisoning in 1979. Fifteen minutes later it faded to a dull ache. This pain enveloped the whole top hemisphere of my cranium. Could aspirin possibly have had anything to do with this episode? Thanks. K."
317,0,0,1,0,0,0,0,0,0,0,0,"My girlfriend has schziophrenia. What can I do to help? She is 15. She has had schizophrenia for about a month. There are ""voices"" that talk to her. She is afraid that people will break into her house and hurt her. She thinks that she is the only true person in existance, she knows that people are there, she just believes that they don't exist, and that life is just a test. Neither one of us is religious. She thinks that most of the time someone is watching her. She hasn't been eating as much. She has had recurring thoughts of suicide. We can't get professional help. Can anyone suggest anything that could help?"
318,0,0,0,0,0,1,0,0,0,0,0,"Sharp pain on upper stomach area right side? I've already went to the doctor, they said I had no gull stones with that scanning thing they use on pregnant women. I'm in great shape, but sometimes, usually after eating heavy, I get a sharp pain on my side, making it very painful to take deep breaths. It usually lasts only a couple minutes, but still, sucks. It's about two inches under the curve of my rib. I dont drink, I hydrate well, no drugs, eat well..."
319,0,0,0,0,0,1,0,0,0,0,0,"Sometimes my toes are numb, and I frequently wake up with numb hands/fingers. Any idea what this might be? I don't wear tight shoes. I've noticed that my feet are often cold at the time this happens.
It feels like I have a hole in my sock. I'm not diabetic (thiis numbing problem has been around for years) and I'm not Hypogloccemic, as far as I know. No heart problems thus far, and no blood problems. I don't think I have any MAJOR circulatory problems, because I'm literally the warmest person I know. I have such great bloodflow, that I give off enough heat to lower my body temperature 3 degrees lower than normal people's temps. The doctor said this low temp is mostly normal, so I don't hink there is anything wrong with that. Any other ideas? IS it possible to have localized circulatory problems?"
320,0,0,1,0,0,0,0,0,0,0,0,"How affective is Adderall XR, 40 mg q a.m. in divided doses? My 8 year old daughter has been diagnosed with ADD.  She does not have the hyperactivity component but does have an extreme problem with inattentativeness, not focusing or concentrating, not retaining info, anger agression, and forgetfullness. She has been maintained on Adderall XR, 30 mg q a.m. until recently when she seems not to affect as many positive affects with this dosage. Her physician increased her dose this a.m. to 40 mg q a.m.  I have the option of giving this to her in two divided doses, 20 mg initially and then 20-30 mins later, 20 more mg.  I gave this to her the first time this a.m. about 20-30 mins after she had eaten breakfast.  How affective do you think this regimen will be on her so far as affecting her concentration?Will the breakfast she consumed 20 mins or so prior to the dosage adversely affect the Adderall dosage?  In otherwords, will it minimize its affects. I need for her to concentrate and focus.  
Thanks for all your help."
321,0,0,0,0,0,0,0,1,0,0,0,"Do  you think it caused this? Could they cause this?
My boobs have been hurting a little over a week...i took a test a 2 weeks ago and it was negative. I have just started takin vitex,super primrose, and prenatals 9 days ago...do you think this is just a side effect? has anyone else had this side effect? it doesnt say it is? Vitex does not contain natural hormones. It appears to increase progesterone by stimulating luteinizing hormone release from the pituitary gland. Vitex also normalizes excessive prolactin, promoting fertility. 
Female infertility

PMS, especially breast tenderness, cramping, and headaches

Acne, especially if it is related to the menstrual cycle

Fibrocystic breast disease

Heavy menstruation

Side effects are rare. Occasionally, women experience mild digestive upset or minor skin rash"
